mean,std,median,p5,p25,p75,p95,share_neg,share_<=-20%,share_>=+20%
0.22071593693462244,0.29271071554178063,0.2151954482069729,-0.22912032061485613,0.020571941343493272,0.3936668317010381,0.6894194280327237,0.2210796915167095,0.061696658097686374,0.5167095115681234
